Lot,Bedroom,Units,Electric,Internet,FiberOpt,HeatFuel,Rooms,Water,Built,Tenure,JuniorMtg,FamEmp,Lang,Family,HHpresence,Move,Npersons,Nchild,Under18,Over60,Over65,Workers,WkExp,WkStatus,Vehicles,BroadBND,HiWorth
1,3,2,90,1,2,1,7,1100,1,1,2,1,2,1,2,5,4,1,1,0,0,3,4,1,5,1,0
1,3,2,50,1,2,1,9,1000,3,2,,2,2,1,4,7,4,0,0,2,0,3,3,3,2,1,0
1,5,2,120,1,2,1,9,1200,7,1,3,1,1,1,2,5,4,1,1,0,0,3,1,1,2,2,1
1,3,2,50,1,2,3,7,1200,4,2,,2,1,1,4,7,2,0,0,2,0,1,7,3,2,1,0
1,4,2,300,1,2,1,9,300,5,1,3,2,1,1,2,5,3,1,1,0,0,1,3,3,3,2,1
1,4,2,80,1,2,1,8,200,3,2,,1,4,1,2,4,4,1,1,0,0,3,1,1,3,1,0
1,3,2,50,1,2,1,8,720,3,1,3,,1,6,4,1,,0,0,1,1,,,,2,1,0
1,3,2,200,1,2,1,9,1200,7,1,2,4,1,1,4,5,2,0,0,2,2,0,9,9,2,2,0
1,0,2,60,1,1,1,1,50,4,1,3,,1,5,4,4,,0,0,0,0,,,,2,2,0
1,3,2,150,1,1,3,4,100,6,2,,,1,4,4,5,,0,0,1,1,,,,2,1,0
1,4,2,30,1,2,1,8,1200,13,1,3,2,1,1,4,3,2,0,0,1,0,1,3,3,2,1,1
1,3,2,40,1,2,1,5,960,6,2,,1,4,1,4,3,2,0,0,0,0,2,5,1,2,1,0
1,3,2,40,1,2,1,6,400,4,2,,7,4,3,4,5,2,0,0,0,0,2,14,13,1,1,0
1,5,2,190,1,2,3,8,2000,8,1,3,2,1,1,1,3,5,3,1,0,0,1,7,3,2,2,1
2,3,2,70,1,2,6,5,530,5,2,,1,1,1,4,6,2,0,0,0,0,2,1,1,1,1,0
1,4,2,90,1,2,1,7,350,6,1,2,4,1,1,4,6,2,0,0,2,1,1,8,9,3,2,0
1,3,2,320,1,2,1,5,780,5,2,,2,1,1,4,7,2,0,0,2,0,1,3,3,2,2,0
1,2,2,90,1,2,1,5,1400,8,1,3,,1,6,4,5,,0,0,1,1,,,,1,1,0
2,3,2,200,1,2,3,6,2,14,1,3,4,1,1,4,4,3,0,0,2,2,0,9,9,4,1,0
1,3,2,160,1,2,3,5,780,8,1,3,1,3,1,1,3,4,2,1,0,0,2,1,1,2,1,0
1,4,2,80,1,2,7,6,1000,6,1,3,7,1,3,2,2,3,2,1,0,0,2,13,13,2,1,0
1,3,2,50,3,,3,7,900,4,2,,,1,6,4,7,,0,0,1,1,,,,1,,0
3,2,2,250,1,2,6,4,2,1,2,,,1,4,4,4,,0,0,0,0,,,,2,1,0
2,4,2,180,1,2,1,10,60,4,1,3,3,1,1,2,6,4,1,1,1,1,1,7,7,5,2,0
1,4,2,30,1,2,1,8,80,6,2,,1,4,1,4,6,2,0,0,2,2,2,1,1,2,2,1
1,3,2,290,1,2,1,6,50,5,1,3,2,4,1,2,6,5,2,1,2,0,1,3,3,2,2,0
1,4,2,130,1,2,1,7,300,4,1,2,,1,4,4,6,,0,0,1,0,,,,1,1,0
1,4,2,100,1,2,3,5,310,9,1,3,1,4,1,2,4,4,1,1,0,0,3,1,1,4,2,0
1,4,2,150,1,2,1,7,1400,5,1,3,1,1,1,1,2,4,2,1,0,0,2,2,1,4,1,0
1,3,2,50,1,2,3,4,50,3,1,3,4,4,1,4,3,5,0,0,2,2,3,9,9,2,1,0
2,2,2,250,3,,3,6,2,5,2,,,1,4,4,7,,0,0,1,1,,,,3,,0
2,3,2,190,1,2,3,5,2,5,1,3,7,1,3,2,5,3,2,1,0,0,1,13,13,2,1,0
1,3,2,80,1,1,1,6,70,5,1,3,1,1,1,4,5,2,0,0,0,0,2,1,1,3,1,0
1,3,2,30,1,1,3,7,1100,17,1,3,1,1,1,1,2,3,1,1,0,0,2,1,1,2,2,0
1,3,2,160,3,,3,7,90,5,1,3,4,1,1,4,5,3,0,0,2,2,0,9,9,1,,0
1,3,2,250,1,2,1,7,1800,8,1,3,2,2,1,4,4,2,0,0,0,0,1,7,3,2,1,0
1,2,1,50,1,2,1,5,1,5,1,3,4,4,1,4,3,2,0,0,2,2,0,9,9,1,2,0
1,4,2,100,2,,1,7,500,5,1,3,1,3,1,4,1,3,0,0,1,0,3,1,1,2,,1
1,3,2,100,1,2,1,5,750,7,1,3,1,1,1,1,3,3,1,1,0,0,2,2,1,2,1,0
1,4,2,100,1,2,1,8,60,1,1,3,1,2,1,4,5,2,0,0,0,0,2,4,1,4,1,1
1,3,2,220,3,,3,5,1500,7,1,3,1,3,1,2,5,7,3,1,2,1,3,1,1,4,,0
1,4,2,10,1,2,1,7,430,7,1,2,1,4,1,2,5,5,3,1,0,0,2,5,1,3,1,1
1,4,2,200,3,,1,8,1100,7,1,3,4,1,1,1,5,4,2,1,0,0,0,9,9,2,,0
2,5,2,130,1,1,1,8,1400,8,1,1,1,4,1,1,5,5,1,1,2,1,3,1,1,4,1,1
1,5,2,120,1,1,1,8,1200,6,2,,7,1,3,2,5,3,1,1,0,0,2,13,13,3,2,0
1,4,2,200,1,2,1,14,650,1,1,2,4,1,1,4,7,2,0,0,2,2,0,9,9,2,1,0
1,3,3,90,1,2,1,6,230,5,1,3,1,4,1,4,5,3,0,0,2,2,3,2,1,3,2,0
1,4,2,330,1,2,3,11,600,5,2,,1,1,1,4,4,2,0,0,0,0,2,2,1,2,2,0
1,2,2,100,1,2,3,4,70,7,1,3,2,2,1,3,4,4,2,1,0,0,1,3,3,1,2,0
1,4,2,250,1,2,1,9,1500,5,1,3,1,4,1,3,3,4,2,1,0,0,2,1,1,2,2,1
1,3,3,70,1,2,1,7,650,6,1,3,,1,4,4,6,,0,0,1,1,,,,1,1,0
2,3,1,500,1,2,9,4,2,5,2,,,4,5,4,1,,0,0,0,0,,,,3,1,0
1,2,2,140,1,2,1,4,1200,5,2,,,1,6,4,5,,0,0,1,1,,,,1,2,0
1,3,2,70,1,1,1,7,1800,2,1,3,,1,6,4,7,,0,0,1,1,,,,1,2,0
1,3,2,50,1,2,1,6,720,3,1,3,1,4,1,1,3,4,1,1,0,0,2,1,1,3,1,0
1,3,2,200,1,2,1,4,80,3,1,3,3,2,1,1,5,4,1,1,1,0,1,8,7,2,2,0
1,3,2,130,1,2,1,6,150,3,2,,,1,4,4,7,,0,0,1,0,,,,1,1,0
1,3,2,190,1,2,1,6,900,4,1,3,7,1,3,3,5,3,2,1,0,0,1,13,13,1,1,1
1,3,2,80,1,2,1,5,80,18,2,,4,1,1,4,2,2,0,0,2,2,0,9,9,2,1,0
1,4,2,120,1,2,3,5,60,4,1,3,1,4,1,4,6,2,0,0,2,0,2,2,1,3,2,1
1,3,3,50,1,1,1,6,1500,6,2,,,1,6,4,5,,0,0,1,1,,,,1,2,0
2,3,2,300,1,2,3,7,240,5,1,3,2,1,1,2,5,4,1,1,0,0,2,7,3,4,1,0
1,2,2,50,1,2,1,6,80,1,2,,4,4,1,4,7,3,0,0,2,2,1,9,9,0,2,0
1,4,2,150,1,1,1,7,1000,1,1,2,1,1,1,2,5,4,2,1,0,0,2,1,1,2,2,1
1,3,2,70,1,2,1,6,40,3,2,,1,3,1,4,6,3,0,0,0,0,3,1,1,3,1,0
1,5,2,100,3,,1,8,1400,7,1,3,1,4,1,4,6,3,0,0,0,0,2,1,1,3,,0
2,3,2,50,1,2,6,10,2,15,1,3,4,1,1,4,3,2,0,0,2,2,0,9,9,2,2,0
1,3,2,130,1,2,1,6,60,3,1,3,1,2,1,4,5,4,0,0,0,0,3,5,1,3,2,0
1,3,2,70,3,,1,6,800,8,1,3,2,4,1,4,5,2,0,0,2,2,1,3,3,2,,0
1,4,2,560,1,2,1,8,1800,7,2,,,1,1,4,1,3,0,0,1,1,2,2,,4,2,1
1,3,2,90,1,2,1,8,1100,5,2,,4,1,1,4,5,3,0,0,2,2,1,9,9,3,1,0
1,4,2,80,3,,1,5,140,5,1,3,2,4,1,4,7,2,0,0,2,2,1,6,3,1,,0
1,5,2,480,1,2,3,14,1000,7,2,,1,1,1,2,4,6,3,1,0,0,2,1,1,3,1,1
1,4,2,120,1,2,1,8,70,6,1,1,1,2,1,4,2,2,0,0,0,0,2,1,1,3,2,1
1,3,2,40,1,2,1,6,720,5,1,3,2,1,1,4,7,3,0,0,2,2,2,8,3,3,2,0
1,5,2,380,1,2,1,10,3000,4,1,3,2,1,1,1,7,4,1,1,2,2,2,6,3,0,1,0
1,2,1,120,1,2,1,6,1,5,2,,3,1,1,4,6,2,0,0,2,2,1,3,7,1,2,0
1,5,2,150,1,2,3,8,60,2,1,3,3,2,1,1,7,6,2,1,2,1,3,3,7,5,2,1
1,3,2,200,1,2,1,7,1500,3,1,2,1,2,1,4,5,2,0,0,1,0,2,1,1,2,2,1
1,3,2,100,1,2,1,6,80,5,1,3,3,1,1,2,4,3,1,1,0,0,1,3,7,2,2,0
3,4,2,260,1,2,3,8,2400,6,1,3,2,1,1,4,5,2,0,0,0,0,2,5,3,4,1,1
1,3,2,2,1,2,1,7,800,3,1,3,1,1,1,4,5,4,0,0,0,0,3,1,1,5,2,0
1,4,2,150,1,2,1,7,2200,4,2,,3,1,1,4,6,2,0,0,2,1,1,8,7,2,1,0
1,4,2,50,1,2,1,6,500,5,1,3,1,4,1,2,3,3,1,1,0,0,2,1,1,2,1,1
1,4,2,100,1,2,1,7,750,4,1,3,1,4,1,2,3,3,1,1,0,0,2,1,1,3,1,0
1,3,3,60,1,2,1,7,390,6,2,,,1,6,4,5,,0,0,1,1,,,,2,1,0
1,3,2,100,1,2,1,5,860,6,1,3,1,1,1,1,3,3,1,1,0,0,2,1,1,2,1,0
2,2,2,60,3,,6,4,300,2,2,,,2,5,4,5,,0,0,0,0,,,,1,,0
1,2,2,120,1,2,1,5,300,1,1,3,,1,6,4,6,,0,0,0,0,,,,1,1,0
1,4,2,90,3,,1,6,1100,5,2,,4,3,1,4,7,2,0,0,2,2,1,8,9,3,,0
1,3,2,170,1,2,1,6,1600,7,1,2,1,2,1,2,5,4,2,1,0,0,2,1,1,3,2,0
2,2,2,30,1,2,1,5,1,6,2,,4,2,1,3,5,5,3,1,0,0,0,9,9,2,2,0
2,3,2,70,1,2,2,6,1100,8,1,3,,2,7,4,5,,0,0,0,0,,,,2,1,0
1,3,2,410,1,2,3,4,110,9,1,3,2,1,1,1,4,3,1,1,0,0,1,3,3,2,2,0
1,3,1,60,3,,1,5,70,6,1,2,6,1,2,4,4,2,0,0,0,0,1,12,12,1,,0
1,3,2,20,1,2,1,5,750,3,1,3,1,1,1,2,3,4,2,1,0,0,2,5,1,2,2,0
1,3,2,300,1,2,1,7,1700,5,1,3,1,3,1,2,5,4,2,1,0,0,2,5,1,3,1,0
1,3,2,100,3,,1,5,600,9,1,3,3,2,1,3,4,6,3,1,0,0,1,7,7,1,,0
1,4,2,130,1,2,1,7,1000,7,1,3,2,1,1,4,6,3,0,0,2,2,2,3,3,3,2,0
1,5,2,90,3,,1,8,120,4,2,,8,1,3,4,7,2,0,0,2,1,1,15,15,2,,0
1,4,2,100,1,1,1,8,1200,4,2,,8,1,3,4,7,3,0,0,1,1,2,15,15,3,2,0
1,3,1,170,1,2,9,5,1,12,2,,2,2,1,2,4,6,3,1,0,0,1,6,3,3,2,0
1,3,2,40,1,2,2,5,1200,1,1,2,1,1,1,4,4,2,0,0,0,0,2,1,1,2,1,1
1,4,2,470,1,2,1,7,600,3,1,3,1,1,1,4,7,3,0,0,0,0,3,1,1,3,2,0
1,3,2,40,1,2,1,5,2000,1,1,3,,1,6,4,6,,0,0,1,0,,,,1,2,0
1,4,2,450,1,1,1,7,130,6,1,3,,1,7,4,5,,0,0,1,1,,,,4,1,0
1,3,2,90,1,2,1,6,480,4,2,,3,1,1,4,7,2,0,0,2,2,1,8,7,2,2,0
1,2,3,340,1,2,3,5,1,6,2,,1,1,1,4,5,2,0,0,1,0,2,2,1,2,1,0
1,2,1,30,3,,1,5,470,4,2,,,1,4,4,4,,0,0,1,1,,,,1,,0
1,3,3,30,1,2,1,5,70,5,1,3,1,2,1,2,5,4,1,1,0,0,2,5,1,2,2,0
1,3,2,120,1,2,3,9,1200,3,1,3,2,2,1,1,4,4,2,1,0,0,1,3,3,2,2,0
1,3,2,180,1,2,1,6,910,6,1,3,,1,4,4,4,,0,0,0,0,,,,1,1,0
2,2,2,200,1,2,6,5,50,4,1,3,2,1,1,4,6,3,0,0,0,0,1,6,3,2,2,0
1,2,2,50,3,,1,5,1400,3,2,,,1,5,4,7,,0,0,2,2,,,,1,,0
1,3,2,240,1,2,1,6,600,1,1,3,7,1,3,2,5,3,1,1,0,0,2,13,13,1,1,0
1,3,2,160,1,2,3,6,3000,1,1,3,1,2,1,2,5,5,1,1,0,0,3,1,1,3,2,0
2,3,2,100,1,2,1,9,1900,4,1,3,7,3,3,4,4,2,0,0,1,1,1,13,13,2,1,0
1,2,2,80,1,2,1,5,70,5,2,,2,1,1,4,7,2,0,0,0,0,1,3,3,4,2,0
1,3,2,100,1,2,1,7,1800,8,1,3,1,1,1,4,5,2,0,0,1,0,2,1,1,2,1,1
1,3,2,120,3,,9,6,600,3,1,2,,2,4,4,5,,0,0,0,0,,,,1,,0
1,2,1,200,1,2,6,6,2,6,2,,6,1,2,4,4,4,0,0,1,1,0,12,12,2,2,0
3,3,2,2,1,2,7,6,2,11,1,3,1,1,1,4,3,2,0,0,0,0,2,2,1,2,1,0
1,3,2,20,1,2,3,5,1000,1,1,3,3,4,1,4,4,2,0,0,2,1,1,3,7,3,2,0
1,2,2,50,1,2,2,5,300,2,1,3,1,3,1,4,4,2,0,0,0,0,1,6,5,2,1,1
1,4,2,150,1,2,1,8,1000,6,1,3,1,1,1,4,6,2,0,0,2,0,2,4,1,2,2,1
1,4,2,130,1,2,1,7,1400,5,1,3,,1,4,4,3,,0,0,0,0,,,,2,2,0
2,3,2,130,1,2,1,8,50,1,1,3,,1,4,4,7,,0,0,0,0,,,,1,1,0
1,4,2,100,1,2,1,7,700,1,1,2,3,3,1,4,5,5,0,0,0,0,3,8,7,5,1,0
1,4,2,150,1,2,1,8,1800,1,1,3,1,1,1,4,5,4,0,0,1,1,2,2,1,3,1,0
1,3,3,30,1,2,1,5,10,4,2,,1,1,1,4,1,2,0,0,2,0,2,2,1,1,2,0
1,3,2,100,1,2,1,8,1200,1,1,3,2,1,1,4,7,2,0,0,2,2,1,8,3,2,2,1
2,4,2,400,1,2,3,7,2,5,2,,3,4,1,2,2,5,3,1,0,0,1,7,7,6,1,0
1,3,2,150,1,2,1,6,1900,7,1,1,1,1,1,2,5,3,1,1,0,0,2,1,1,3,1,0
1,3,2,60,2,,1,4,660,3,1,3,7,2,3,2,5,3,1,1,0,0,2,13,13,1,,0
1,4,2,200,1,2,1,10,1000,6,1,3,1,4,1,3,4,4,2,1,0,0,2,5,1,3,1,1
1,4,2,100,1,2,3,6,70,6,1,3,1,1,1,1,2,3,1,1,0,0,1,3,2,3,1,1
1,3,2,110,3,,1,7,850,6,2,,,1,4,4,6,,0,0,1,1,,,,0,,0
1,3,2,250,3,,1,7,1800,4,1,3,7,1,3,2,7,4,1,1,1,1,0,15,14,1,,0
1,5,2,90,1,2,1,7,1800,7,2,,5,4,2,1,4,4,1,1,2,0,1,10,10,2,1,0
1,3,2,80,3,,1,5,700,1,2,,,1,6,4,7,,0,0,1,1,,,,0,,0
1,3,2,130,1,2,1,4,1300,3,1,2,1,1,1,3,4,5,3,1,0,0,2,4,1,2,1,1
1,2,2,350,1,2,1,5,20,5,2,,7,1,3,4,3,2,0,0,1,1,2,14,13,1,1,0
1,4,2,290,1,2,1,6,210,17,1,1,1,1,1,4,3,5,0,0,1,1,3,1,1,4,2,0
1,5,2,400,1,1,1,9,1100,4,1,2,1,1,1,2,6,4,0,1,0,0,3,1,1,4,1,0
1,4,2,100,1,2,1,6,1200,3,1,3,1,4,1,2,3,4,2,1,0,0,2,1,1,3,1,1
1,3,2,150,1,2,1,5,60,7,2,,7,1,3,1,1,2,1,1,0,0,1,13,13,3,1,0
1,4,2,100,1,2,1,5,600,5,1,3,2,4,1,2,4,4,1,1,0,0,1,6,3,3,2,1
1,3,3,90,1,2,1,6,60,5,2,,2,2,1,3,5,6,3,1,0,0,2,3,3,3,1,0
1,4,2,250,1,2,1,6,990,1,1,3,1,1,1,4,3,2,0,0,2,2,2,1,1,2,1,0
1,3,2,60,1,2,1,4,600,3,2,,5,4,2,4,4,3,0,0,0,0,3,10,10,4,2,1
1,5,2,250,1,1,1,9,2000,3,1,3,1,1,1,4,5,4,0,0,1,0,3,1,1,4,1,0
1,2,3,30,2,,1,5,200,7,2,,,1,4,4,4,,0,0,0,0,,,,1,,0
1,5,2,140,1,1,1,8,70,3,1,3,1,4,1,4,6,3,0,0,0,0,3,2,1,3,1,1
1,5,2,640,1,1,1,10,1200,10,1,3,1,1,1,2,4,4,2,1,0,0,2,1,1,4,2,1
1,3,2,200,1,2,1,6,240,7,1,3,4,2,1,4,5,2,0,0,2,2,0,9,9,2,2,0
1,2,1,90,3,,1,4,900,5,2,,,1,6,4,6,,0,0,1,1,,,,1,,0
1,5,2,70,1,2,1,8,800,1,1,3,1,4,1,4,6,4,0,0,1,0,3,5,1,4,2,1
1,3,2,80,1,2,3,4,980,7,2,,4,1,1,4,6,2,0,0,2,2,0,9,9,2,1,0
1,3,2,260,1,2,3,4,260,4,1,3,5,2,2,2,1,3,2,1,0,0,1,10,10,2,1,0
1,7,2,130,1,1,1,14,1200,1,1,2,4,4,1,4,6,2,0,0,2,1,0,9,9,2,1,1
2,2,2,130,1,2,6,4,2,4,1,3,1,2,1,2,3,5,1,1,0,0,3,2,1,4,2,0
1,4,2,210,1,2,1,6,430,4,1,3,2,1,1,4,6,4,0,0,0,0,3,4,3,4,1,0
1,4,2,370,1,2,1,10,380,5,1,3,8,1,3,4,5,3,0,0,1,0,1,15,15,4,2,1
1,4,2,50,1,2,1,7,60,3,1,2,,3,4,4,3,,0,0,0,0,,,,2,1,0
1,2,2,350,1,2,1,4,2500,4,2,,1,1,1,4,7,5,0,0,0,0,3,1,1,4,1,0
1,3,2,20,1,2,1,6,400,5,2,,,1,6,4,7,,0,0,1,1,,,,1,2,0
1,5,2,110,3,,1,9,1200,4,2,,8,1,3,4,7,2,0,0,1,1,0,15,15,1,,0
1,3,2,210,1,2,1,7,90,5,1,1,1,1,1,4,4,2,0,0,0,0,1,6,2,2,1,0
1,3,2,150,1,2,1,5,880,3,1,3,1,1,1,4,4,2,0,0,1,0,2,2,1,3,2,0
1,2,2,160,1,2,1,5,740,1,1,3,4,1,1,4,6,2,0,0,1,1,1,6,9,4,1,0
2,3,2,30,3,,1,9,320,6,2,,,1,6,4,4,,0,0,1,1,,,,1,,0
1,1,2,50,1,2,1,3,780,3,1,3,,1,6,4,3,,0,0,0,0,,,,1,2,0
1,2,3,50,1,2,1,4,300,5,1,3,,1,6,4,6,,0,0,1,1,,,,1,2,0
1,3,2,20,1,2,2,4,200,5,2,,4,1,1,4,7,2,0,0,2,2,0,9,9,1,2,0
1,3,2,40,1,2,1,6,50,7,1,3,2,2,1,2,1,4,2,1,0,0,1,3,3,3,2,0
1,5,2,90,1,2,3,9,1700,12,1,1,1,1,1,4,4,2,0,0,2,1,2,2,1,2,1,1
1,2,2,130,3,,1,6,880,5,1,3,,1,4,4,7,,0,0,1,1,,,,1,,0
1,4,2,100,1,2,1,7,1400,7,1,3,5,4,2,4,6,2,0,0,0,0,2,10,10,5,1,0
1,3,2,200,1,2,2,5,2,6,1,3,1,1,1,4,7,2,0,0,0,0,2,1,1,2,2,0
1,3,2,170,1,2,3,5,1,5,2,,2,1,1,1,1,3,1,1,0,0,1,3,3,1,2,0
1,1,1,30,1,2,1,3,350,5,2,,,1,6,4,7,,0,0,1,1,,,,1,1,0
1,3,2,50,1,1,1,6,720,6,1,3,2,2,1,2,5,6,3,1,0,0,2,3,3,5,1,0
1,4,2,250,1,2,3,6,70,15,1,3,1,1,1,1,3,5,1,1,0,0,3,1,1,5,2,0
1,3,2,70,1,2,1,6,500,4,1,3,5,2,2,2,5,6,3,1,0,0,3,10,10,5,2,0
1,3,2,250,1,2,1,8,800,6,2,,1,1,1,4,5,2,0,0,1,0,2,1,1,3,1,1
1,4,2,60,1,2,1,7,360,3,1,2,2,1,1,2,6,4,2,1,0,0,1,3,3,3,2,0
2,3,2,100,3,,2,6,1200,7,1,3,,1,6,4,6,,0,0,0,0,,,,2,,0
1,3,2,80,1,1,1,5,600,4,1,3,7,4,3,2,4,4,1,1,2,2,1,13,13,2,1,0
1,5,2,180,1,2,1,8,1200,4,1,3,3,1,1,4,5,2,0,0,0,0,1,7,7,2,1,0
1,3,2,20,3,,9,5,1400,4,1,3,1,2,1,1,5,4,2,1,0,0,2,1,1,2,,0
1,3,2,210,1,2,1,5,1100,9,1,3,1,1,1,4,4,2,0,0,1,1,2,5,1,2,1,0
1,3,2,100,1,2,1,6,600,4,1,3,1,1,1,4,6,3,0,0,0,0,3,1,1,3,2,0
1,5,2,220,1,2,3,9,100,3,2,,4,2,1,4,7,2,0,0,2,2,0,9,9,1,2,1
1,5,2,150,1,2,1,7,1800,14,1,3,3,3,1,4,3,2,0,0,1,0,1,7,7,2,1,0
1,3,2,110,1,2,3,7,1200,3,2,,4,1,1,4,7,2,0,0,2,2,0,9,9,2,2,0
2,2,3,140,1,2,3,5,280,6,1,3,,1,6,4,5,,0,0,0,0,,,,1,1,0
1,4,2,30,1,2,1,6,700,4,1,3,1,1,1,4,6,2,0,0,2,0,2,1,1,3,1,1
1,3,2,80,1,2,1,4,60,16,1,3,2,1,1,2,1,3,1,1,0,0,1,7,3,1,2,1
1,4,2,120,2,,1,8,100,8,2,,5,4,2,3,4,6,2,1,0,0,3,10,10,3,,0
1,5,2,120,1,2,6,10,2,4,2,,2,2,1,3,5,7,3,1,1,0,3,3,3,4,2,0
1,5,2,130,1,2,1,9,1800,5,1,3,1,1,1,4,7,2,0,0,2,2,2,4,1,2,1,1
1,2,2,80,1,1,1,5,800,5,1,3,,1,4,4,5,,0,0,1,0,,,,1,2,0
1,4,2,100,1,1,1,8,120,6,1,3,,1,4,4,5,,0,0,0,0,,,,2,2,0
1,3,3,40,1,2,3,6,540,5,1,3,7,1,3,2,3,3,1,1,0,0,2,13,13,2,2,0
1,4,2,80,1,2,1,8,90,3,1,2,,1,4,4,5,,0,0,1,0,,,,5,1,1
1,5,2,4,1,1,1,10,720,4,1,3,3,4,1,4,5,3,0,0,2,2,1,7,7,3,1,0
1,5,2,200,1,2,1,11,120,7,1,3,1,1,1,4,6,3,0,0,0,0,3,1,1,5,2,1
1,4,2,50,1,2,1,7,740,5,1,2,,1,6,4,6,,0,0,0,0,,,,2,1,0
1,3,2,60,3,,1,6,30,3,2,,1,1,1,4,6,2,0,0,0,0,1,3,4,2,,0
1,3,2,100,1,2,1,6,720,5,1,3,1,2,1,1,5,5,1,1,2,2,2,4,1,3,2,0
1,3,2,40,1,2,1,4,470,1,1,3,2,2,1,3,5,10,5,1,2,1,2,7,3,3,1,0
1,3,2,320,1,2,1,9,4100,1,2,,1,1,1,2,5,4,2,1,0,0,2,4,1,2,1,0
1,3,2,60,1,2,3,5,420,3,2,,,1,4,4,7,,0,0,0,0,,,,0,1,0
1,3,3,200,1,2,1,8,360,8,1,3,1,4,1,1,3,3,1,1,0,0,2,1,1,2,1,1
1,3,2,200,1,2,1,6,960,1,1,3,3,1,1,4,4,2,0,0,0,0,1,3,7,3,2,0
3,3,2,60,1,2,2,5,2,8,2,,2,1,1,4,5,2,0,0,2,2,1,3,3,2,2,0
3,3,3,150,1,2,1,6,1,5,1,3,1,1,1,2,6,3,1,1,1,0,2,4,1,2,1,0
1,4,2,300,1,1,1,6,350,5,1,2,1,4,1,3,7,4,2,1,0,0,2,1,1,2,2,0
1,3,2,4,1,2,7,5,960,3,2,,2,2,1,4,2,2,0,0,2,2,1,3,3,3,2,0
1,3,2,130,1,2,1,6,1400,1,1,1,1,2,1,2,5,5,1,1,0,0,3,1,1,3,1,0
1,2,2,30,3,,3,5,1500,5,1,3,4,1,1,4,6,4,0,0,2,2,2,9,9,1,,0
1,3,2,200,1,2,1,6,600,4,2,,3,2,1,4,7,2,0,0,2,1,1,8,7,0,2,0
1,2,2,90,1,1,1,5,540,1,1,3,,1,6,4,5,,0,0,1,0,,,,1,1,0
1,3,2,200,1,1,1,5,1200,2,1,3,1,1,1,4,5,2,0,0,0,0,2,1,1,1,2,1
1,3,2,60,1,2,1,5,360,3,1,3,,1,6,4,7,,0,0,1,1,,,,0,2,0
1,3,2,170,1,2,3,7,120,10,1,3,1,2,1,1,4,3,1,1,0,0,2,1,1,2,2,0
1,4,2,270,1,2,1,10,80,1,1,3,1,4,1,2,5,6,2,1,0,0,3,2,1,6,2,0
1,2,3,30,1,2,1,5,2000,5,1,2,4,1,1,4,6,2,0,0,2,1,0,9,9,2,2,0
1,3,2,160,1,2,1,6,1800,5,1,3,4,2,1,4,5,2,0,0,2,0,1,6,9,1,1,0
1,3,2,190,1,2,1,9,700,7,1,2,7,1,3,3,6,5,2,1,2,1,1,13,13,2,1,0
1,4,2,100,1,2,1,8,1200,5,2,,2,4,1,2,6,3,1,1,0,0,1,3,3,3,2,0
2,3,2,100,1,2,2,6,2,8,1,3,1,1,1,4,5,3,0,0,1,1,2,1,1,2,2,0
2,3,2,170,1,2,2,6,100,6,1,3,,1,7,4,6,,0,0,0,0,,,,2,2,0
1,4,2,130,1,1,1,9,450,1,2,,2,1,1,4,6,2,0,0,2,2,1,8,3,1,2,1
1,2,2,70,1,2,1,4,40,3,1,3,7,2,3,3,5,4,2,1,0,0,1,13,13,2,1,0
1,2,3,350,1,2,3,8,50,4,2,,4,1,1,4,1,2,0,0,2,0,0,9,9,1,2,0
2,2,2,120,3,,6,4,2,5,2,,,1,4,4,4,,0,0,0,0,,,,1,,0
1,4,2,130,1,2,1,10,1600,8,1,3,2,1,1,2,5,3,1,1,0,0,1,3,3,3,2,0
1,5,2,150,1,2,1,8,280,3,1,3,1,3,1,3,4,6,2,1,1,0,2,4,1,5,1,1
1,3,2,640,1,2,6,7,1600,5,1,2,,1,4,4,6,,0,0,0,0,,,,5,1,0
1,3,2,30,1,2,3,6,1000,3,1,2,3,2,1,1,6,6,1,1,2,1,3,3,7,1,2,0
2,3,2,90,1,2,2,4,2,17,1,3,4,1,1,4,1,2,0,0,2,0,0,9,9,1,2,0
1,5,2,100,1,1,1,10,230,10,1,2,2,1,1,1,1,4,2,1,0,0,1,3,3,2,1,0
1,3,2,80,1,2,3,6,80,1,1,3,4,1,1,3,5,6,3,1,0,0,1,9,9,0,2,0
1,4,2,80,1,2,1,11,1500,8,2,,1,1,1,2,4,5,3,1,1,1,2,2,1,2,1,1
1,3,2,40,1,2,1,11,3000,1,1,3,,1,5,2,5,,0,1,0,0,,,,2,1,1
1,2,3,100,1,2,1,8,50,7,2,,4,1,1,4,5,2,0,0,2,2,0,9,9,2,2,0
1,2,2,200,1,2,1,4,100,6,1,2,1,2,1,4,6,2,0,0,1,0,2,1,1,1,1,0
1,2,2,40,1,2,1,4,900,2,1,3,2,2,1,3,5,7,3,1,0,0,2,6,3,3,2,0
1,4,2,200,1,2,1,9,50,5,1,1,,1,6,4,5,,0,0,0,0,,,,2,1,0
2,3,2,640,2,,1,8,1200,5,1,3,2,1,1,4,5,2,0,0,2,2,1,6,3,3,,1
1,4,2,100,1,2,1,5,120,6,1,3,2,4,1,2,3,5,2,1,1,1,1,3,3,3,1,1
1,2,3,60,1,2,1,4,1,2,1,3,2,2,1,4,5,4,0,0,0,0,2,3,3,5,1,0
